movie_id,title,strategy,chunk_id,chunk_text,popularity,vote_average,vote_count
1452,Superman Returns,movie_level,0,"Title: Superman Returns
Director: Bryan Singer
Cast: Brandon Routh, Kevin Spacey, Kate Bosworth, James Marsden, Parker Posey
Genres: Adventure, Fantasy, Action, Science Fiction
Keywords: saving the world, dc comics, invulnerability, sequel, superhero, based on comic book, kryptonite, super powers, superhuman strength, lex luthor
Tagline: 
Overview: Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest too felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel.",57.925623,5.4,1400
10764,Quantum of Solace,movie_level,0,"Title: Quantum of Solace
Director: Marc Forster
Cast: Daniel Craig, Olga Kurylenko, Mathieu Amalric, Judi Dench, Giancarlo Giannini
Genres: Adventure, Action, Thriller, Crime
Keywords: killing, undercover, secret agent, british secret service
Tagline: For love, for hate, for justice, for revenge.
Overview: Quantum of Solace continues the adventures of James Bond after Casino Royale. Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined.",107.928811,6.1,2965
58,Pirates of the Caribbean: Dead Man's Chest,movie_level,0,"Title: Pirates of the Caribbean: Dead Man's Chest
Director: Gore Verbinski
Cast: Johnny Depp, Orlando Bloom, Keira Knightley, Stellan Skarsgård, Bill Nighy
Genres: Adventure, Fantasy, Action
Keywords: witch, fortune teller, bondage, exotic island, monster, captain, card game, east india trading company, compass, ship, daughter, pirate, swashbuckler, aftercreditsstinger
Tagline: Jack is back!
Overview: Captain Jack Sparrow works his way out of a blood debt with the ghostly Davey Jones, he also attempts to avoid eternal damnation.",145.847379,7.0,5246
57201,The Lone Ranger,movie_level,0,"Title: The Lone Ranger
Director: Gore Verbinski
Cast: Johnny Depp, Armie Hammer, William Fichtner, Helena Bonham Carter, James Badge Dale
Genres: Action, Adventure, Western
Keywords: texas, horse, survivor, texas ranger, partner, outlaw, escape, lawyer, train, lone ranger, comanche, the lone ranger, tonto
Tagline: Never Take Off the Mask
Overview: The Texas Rangers chase down a gang of outlaws led by Butch Cavendish, but the gang ambushes the Rangers, seemingly killing them all. One survivor is found, however, by an American Indian named Tonto, who nurses him back to health. The Ranger, donning a mask and riding a white stallion named Silver, teams up with Tonto to bring the unscrupulous gang and others of that ilk to justice.",49.046956,5.9,2311
49521,Man of Steel,movie_level,0,"Title: Man of Steel
Director: Zack Snyder
Cast: Henry Cavill, Amy Adams, Michael Shannon, Kevin Costner, Diane Lane
Genres: Action, Adventure, Fantasy, Science Fiction
Keywords: saving the world, dc comics, superhero, based on comic book, superhuman, alien invasion, reboot, super powers, dc extended universe
Tagline: You will believe that a man can fly.
Overview: A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.",99.398009,6.5,6359
2454,The Chronicles of Narnia: Prince Caspian,movie_level,0,"Title: The Chronicles of Narnia: Prince Caspian
Director: Andrew Adamson
Cast: Ben Barnes, William Moseley, Anna Popplewell, Skandar Keynes, Georgie Henley
Genres: Adventure, Family, Fantasy
Keywords: based on novel, fictional place, brother sister relationship, lion, human being, wretch, leap in time, matter of life and death, faith, uncle, narnia, fantasy world
Tagline: Hope has a new face.
Overview: One year after their incredible adventures in the Lion, the Witch and the Wardrobe, Peter, Edmund, Lucy and Susan Pevensie return to Narnia to aid a young prince whose life has been threatened by the evil King Miraz. Now, with the help of a colorful cast of new characters, including Trufflehunter the badger and Nikabrik the dwarf, the Pevensie clan embarks on an incredible quest to ensure that Narnia is returned to its rightful heir.",53.978602,6.3,1630
24428,The Avengers,movie_level,0,"Title: The Avengers
Director: Joss Whedon
Cast: Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson
Genres: Science Fiction, Action, Adventure
Keywords: new york, shield, marvel comic, superhero, based on comic book, alien invasion, superhero team, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe
Tagline: Some assembly required.
Overview: When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",144.448633,7.4,11776
1865,Pirates of the Caribbean: On Stranger Tides,movie_level,0,"Title: Pirates of the Caribbean: On Stranger Tides
Director: Rob Marshall
Cast: Johnny Depp, Penélope Cruz, Ian McShane, Kevin McNally, Geoffrey Rush
Genres: Adventure, Action, Fantasy
Keywords: sea, captain, mutiny, sword, prime minister, sailing, silver, ship, duke, mermaid, pirate, soldier, battle, swashbuckler, aftercreditsstinger, 3d
Tagline: Live Forever Or Die Trying.
Overview: Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.",135.413856,6.4,4948
41154,Men in Black 3,movie_level,0,"Title: Men in Black 3
Director: Barry Sonnenfeld
Cast: Will Smith, Tommy Lee Jones, Josh Brolin, Michael Stuhlbarg, Emma Thompson
Genres: Action, Comedy, Science Fiction
Keywords: time travel, time machine, alien, fictional government agency, seeing the future, changing history
Tagline: They are back... in time.
Overview: Agents J (Will Smith) and K (Tommy Lee Jones) are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K (Josh Brolin) to save his partner, the agency, and the future of humankind.",52.035179,6.2,4160
122917,The Hobbit: The Battle of the Five Armies,movie_level,0,"Title: The Hobbit: The Battle of the Five Armies
Director: Peter Jackson
Cast: Martin Freeman, Ian McKellen, Richard Armitage, Ken Stott, Graham McTavish
Genres: Action, Adventure, Fantasy
Keywords: corruption, elves, dwarves, orcs, middle-earth (tolkien), hobbit, dragon, battle, unlikely friendship, epic battle, sword and sorcery
Tagline: Witness the defining chapter of the Middle-Earth saga
Overview: Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",120.965743,7.1,4760
1930,The Amazing Spider-Man,movie_level,0,"Title: The Amazing Spider-Man
Director: Marc Webb
Cast: Andrew Garfield, Emma Stone, Rhys Ifans, Denis Leary, Campbell Scott
Genres: Action, Adventure, Fantasy
Keywords: loss of father, vigilante, serum, marvel comic, scientific experiment, spider bite, masked vigilante, reboot, super powers, genetic engineering, social outcast, duringcreditsstinger
Tagline: The untold story begins.
Overview: Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",89.866276,6.5,6586
20662,Robin Hood,movie_level,0,"Title: Robin Hood
Director: Ridley Scott
Cast: Russell Crowe, Cate Blanchett, Max von Sydow, William Hurt, Mark Strong
Genres: Action, Adventure
Keywords: robin hood, archer, knight, sherwood forest, bow and arrow, middle ages, medieval, king of england
Tagline: Rise and rise again, until lambs become lions.
Overview: When soldier Robin happens upon the dying Robert of Loxley, he promises to return the man's sword to his family in Nottingham. There, he assumes Robert's identity; romances his widow, Marion; and draws the ire of the town's sheriff and King John's henchman, Godfrey.",37.668301,6.2,1398
57158,The Hobbit: The Desolation of Smaug,movie_level,0,"Title: The Hobbit: The Desolation of Smaug
Director: Peter Jackson
Cast: Martin Freeman, Ian McKellen, Richard Armitage, Ken Stott, Graham McTavish
Genres: Adventure, Fantasy
Keywords: elves, dwarves, orcs, hobbit, dragon, wizard, sword and sorcery
Tagline: Beyond darkness... beyond desolation... lies the greatest danger of all.
Overview: The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.",94.370564,7.6,4524
2268,The Golden Compass,movie_level,0,"Title: The Golden Compass
Director: Chris Weitz
Cast: Dakota Blue Richards, Nicole Kidman, Daniel Craig, Sam Elliott, Eva Green
Genres: Adventure, Fantasy
Keywords: england, compass, experiment, lordship, uncle, polar bear, orphan, animal, based on young adult novel
Tagline: There are worlds beyond our own - the compass will show the way.
Overview: After overhearing a shocking secret, precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North, unaware that it's part of her destiny.",42.990906,5.8,1303
254,King Kong,movie_level,0,"Title: King Kong
Director: Peter Jackson
Cast: Naomi Watts, Jack Black, Adrien Brody, Thomas Kretschmann, Colin Hanks
Genres: Adventure, Drama, Action
Keywords: film business, screenplay, show business, film making, film producer, exotic island, monster, indigenous, ship, dinosaur
Tagline: The eighth wonder of the world.
Overview: In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady.",61.22601,6.6,2337
597,Titanic,movie_level,0,"Title: Titanic
Director: James Cameron
Cast: Kate Winslet, Leonardo DiCaprio, Frances Fisher, Billy Zane, Kathy Bates
Genres: Drama, Romance, Thriller
Keywords: shipwreck, iceberg, ship, panic, titanic, ocean liner, epic, rich woman - poor man, love, disaster, tragic love, class differences, imax, star crossed lovers, steerage, salvage, rich snob, 3d, 1910s
Tagline: Nothing on Earth could come between them.
Overview: 84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fiancé, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",100.025899,7.5,7562
271110,Captain America: Civil War,movie_level,0,"Title: Captain America: Civil War
Director: Anthony Russo, Joe Russo
Cast: Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan, Anthony Mackie
Genres: Adventure, Action, Science Fiction
Keywords: civil war, war, marvel comic, sequel, superhero, based on comic book, imax, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe, 3d
Tagline: Divided We Fall
Overview: Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",198.372395,7.1,7241
44833,Battleship,movie_level,0,"Title: Battleship
Director: Peter Berg
Cast: Taylor Kitsch, Alexander Skarsgård, Rihanna, Brooklyn Decker, Tadanobu Asano
Genres: Thriller, Action, Adventure, Science Fiction
Keywords: fight, u.s. navy, mind reading, hong kong, soccer, scientist, fictional war, naval, armada, battleship, naval combat, jds myoko, lost communication, taser, buoy, communications expert, joint chiefs of staff, crash landing, jet fighter pilot, navy lieutenant, permission to marry, uss john paul jones, based on board game, aftercreditsstinger, mighty mo, uss missouri
Tagline: The Battle for Earth Begins at Sea
Overview: When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential his brother, and his fiancée's father, Admiral Shane, expect of him.",64.928382,5.5,2114
135397,Jurassic World,movie_level,0,"Title: Jurassic World
Director: Colin Trevorrow
Cast: Chris Pratt, Bryce Dallas Howard, Irrfan Khan, Vincent D'Onofrio, Nick Robinson
Genres: Action, Adventure, Science Fiction, Thriller
Keywords: monster, dna, tyrannosaurus rex, velociraptor, island, sequel, suspense, disaster, escape, dinosaur, amusement park, animal attack, theme park, jurassic park, 3d, animal horror
Tagline: The park is open.
Overview: Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.",418.708552,6.5,8662
37724,Skyfall,movie_level,0,"Title: Skyfall
Director: Sam Mendes
Cast: Daniel Craig, Judi Dench, Javier Bardem, Ralph Fiennes, Naomie Harris
Genres: Action, Adventure, Thriller
Keywords: spy, secret agent, sociopath, killer, art gallery, british secret service, istanbul turkey, imax, uzi, booby trap, impersonating a police officer, macao
Tagline: Think on your sins.
Overview: When Bond's latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory, the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve - following a trail to the mysterious Silva, whose lethal and hidden motives have yet to reveal themselves.",93.004993,6.9,7604
558,Spider-Man 2,movie_level,0,"Title: Spider-Man 2
Director: Sam Raimi
Cast: Tobey Maguire, Kirsten Dunst, James Franco, Alfred Molina, Rosemary Harris
Genres: Action, Adventure, Fantasy
Keywords: dual identity, love of one's life, pizza boy, marvel comic, sequel, superhero, doctor, scientist, tentacle, death, super villain
Tagline: There's a hero in all of us.
Overview: Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood.",35.149586,6.7,4321
68721,Iron Man 3,movie_level,0,"Title: Iron Man 3
Director: Shane Black
Cast: Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Guy Pearce, Rebecca Hall
Genres: Action, Adventure, Science Fiction
Keywords: terrorist, war on terror, tennessee, malibu, marvel comic, superhero, based on comic book, tony stark, iron man, aftercreditsstinger, marvel cinematic universe, mandarin, 3d, war machine, iron patriot, extremis
Tagline: Unleash the power behind the armor.
Overview: When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",77.68208,6.8,8806
12155,Alice in Wonderland,movie_level,0,"Title: Alice in Wonderland
Director: Tim Burton
Cast: Mia Wasikowska, Johnny Depp, Anne Hathaway, Helena Bonham Carter, Crispin Glover
Genres: Family, Fantasy, Adventure
Keywords: based on novel, fictional place, queen, fantasy, alice in wonderland, fantasy world, 3d
Tagline: You're invited to a very important date.
Overview: Alice, an unpretentious and individual 19-year-old, is betrothed to a dunce of an English nobleman. At her engagement party, she escapes the crowd to consider whether to go through with the marriage and falls down a hole in the garden after spotting an unusual rabbit. Arriving in a strange and surreal place called 'Underland,' she finds herself in a world that resembles the nightmares she had as a child, filled with talking animals, villainous queens and knights, and frumious bandersnatches. Alice realizes that she is there for a reason – to conquer the horrific Jabberwocky and restore the rightful queen to her throne.",78.530105,6.4,4645
36668,X-Men: The Last Stand,movie_level,0,"Title: X-Men: The Last Stand
Director: Brett Ratner
Cast: Hugh Jackman, Halle Berry, Ian McKellen, Patrick Stewart, Famke Janssen
Genres: Adventure, Action, Science Fiction, Thriller
Keywords: mutant, marvel comic, based on comic book, superhuman, beast, cyclops, aftercreditsstinger
Tagline: Take a Stand
Overview: When a cure is found to treat mutations, lines are drawn amongst the X-Men and The Brotherhood, a band of powerful mutants organized under Xavier's former ally, Magneto.",3.857526,6.3,3525
62211,Monsters University,movie_level,0,"Title: Monsters University
Director: Dan Scanlon
Cast: Billy Crystal, John Goodman, Steve Buscemi, Helen Mirren, Noah Johnston
Genres: Animation, Family
Keywords: monster, dormitory, games, animation, best friend, university, scary, aftercreditsstinger
Tagline: School never looked this scary.
Overview: A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.",89.186492,7.0,3528
8373,Transformers: Revenge of the Fallen,movie_level,0,"Title: Transformers: Revenge of the Fallen
Director: Michael Bay
Cast: Shia LaBeouf, Megan Fox, Josh Duhamel, Rainn Wilson, Tyrese Gibson
Genres: Science Fiction, Action, Adventure
Keywords: egypt, sun, chaos, symbol, artifact, transformers, tank, robot, imax, duringcreditsstinger
Tagline: Revenge is coming.
Overview: Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",21.939663,6.0,3138
91314,Transformers: Age of Extinction,movie_level,0,"Title: Transformers: Age of Extinction
Director: Michael Bay
Cast: Mark Wahlberg, Stanley Tucci, Kelsey Grammer, Nicola Peltz, Jack Reynor
Genres: Science Fiction, Action, Adventure
Keywords: sequel, alien, transformers, giant robot, robot, imax, transforming robot
Tagline: This is not war. It's extinction.
Overview: As humanity picks up the pieces, following the conclusion of ""Transformers: Dark of the Moon,"" Autobots and Decepticons have all but vanished from the face of the planet. However, a group of powerful, ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful Transformer menace sets Earth in his cross-hairs.",116.840296,5.8,3095
68728,Oz: The Great and Powerful,movie_level,0,"Title: Oz: The Great and Powerful
Director: Sam Raimi
Cast: James Franco, Mila Kunis, Rachel Weisz, Michelle Williams, Zach Braff
Genres: Fantasy, Adventure, Family
Keywords: circus, witch, magic, hope, illusion, lost, magic trick, wizard, 3d
Tagline: In Oz, nothing is what it seems
Overview: Oscar Diggs, a small-time circus illusionist and con-artist, is whisked from Kansas to the Land of Oz where the inhabitants assume he's the great wizard of prophecy, there to save Oz from the clutches of evil.",46.985445,5.7,3530
102382,The Amazing Spider-Man 2,movie_level,0,"Title: The Amazing Spider-Man 2
Director: Marc Webb
Cast: Andrew Garfield, Emma Stone, Jamie Foxx, Dane DeHaan, Campbell Scott
Genres: Action, Adventure, Fantasy
Keywords: obsession, marvel comic, sequel, based on comic book, electrocution, medical experiment, electricity, super powers
Tagline: No more secrets.
Overview: For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.",89.270217,6.5,4179
20526,TRON: Legacy,movie_level,0,"Title: TRON: Legacy
Director: Joseph Kosinski
Cast: Garrett Hedlund, Jeff Bridges, Olivia Wilde, Bruce Boxleitner, Yaya DaCosta
Genres: Adventure, Action, Science Fiction
Keywords: artificial intelligence, secret identity, computer program, dystopia, computer, deception, duel, motorcycle, neon light, autocracy
Tagline: The Game Has Changed.
Overview: Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.",73.79505,6.3,2841
49013,Cars 2,movie_level,0,"Title: Cars 2
Director: John Lasseter, Brad Lewis
Cast: Owen Wilson, Larry the Cable Guy, Michael Caine, Emily Mortimer, John Turturro
Genres: Animation, Family, Adventure, Comedy
Keywords: car race, sequel, comedy, anthropomorphism, best friend, duringcreditsstinger
Tagline: Ka-ciao!
Overview: Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.",49.98659,5.8,2033
44912,Green Lantern,movie_level,0,"Title: Green Lantern
Director: Martin Campbell
Cast: Ryan Reynolds, Blake Lively, Peter Sarsgaard, Tim Robbins, Mark Strong
Genres: Adventure, Action, Thriller, Science Fiction
Keywords: dc comics, transformation, superhero, alien, alien infection, magical object, protector, super powers, origin, 3d
Tagline: In our darkest hour, there will be light.
Overview: For centuries, a small but powerful force of warriors called the Green Lantern Corps has sworn to keep intergalactic order. Each Green Lantern wears a ring that grants him superpowers. But when a new enemy called Parallax threatens to destroy the balance of power in the Universe, their fate and the fate of Earth lie in the hands of the first human ever recruited.",51.872839,5.1,2487
10193,Toy Story 3,movie_level,0,"Title: Toy Story 3
Director: Lee Unkrich
Cast: Tom Hanks, Tim Allen, Ned Beatty, Joan Cusack, Michael Keaton
Genres: Animation, Family, Comedy
Keywords: hostage, college, toy, barbie, animation, escape, day care, teddy bear, duringcreditsstinger, toy comes to life, personification, inanimate objects coming to life, toy story
Tagline: No toy gets left behind.
Overview: Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",59.995418,7.6,4597
